S3_ID,Stack,Solution Theme,Solution,L3:DXC_ID,L3:Offering Family,L4:DXC_ID,L4:DXC Major Offering,DXC_ID,DXC Sub Offering,JUMLA_ID,Status:Title,Item Type,Path
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1096,Digital Health Platform,10146,Healthcare Mobile Apps,109-1096-10146,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1096,Digital Health Platform,10150,Healthcare Third-Party,109-1096-10150,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1096,Digital Health Platform,10203,DXC Open Health Connect,109-1096-10203,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1096,Digital Health Platform,10211,PractiX,109-1096-10211,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1096,Digital Health Platform,10254,Telehealth,109-1096-10254,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1096,Digital Health Platform,10259,TOPICA,109-1096-10259,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1096,Digital Health Platform,10475,DXC Healthcare Cloud,109-1096-10475,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1096,Digital Health Platform,10476,Healthcare BPS,109-1096-10476,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10001,1st Gen ePR,109-1097-10001,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10005,DXC Rostering,109-1097-10005,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10022,Bloodbank,109-1097-10022,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10028,DXC Care Solutions,109-1097-10028,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10030,Centrasys,109-1097-10030,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10041,Clinical Suite,109-1097-10041,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10042,Clinical Suite Medication,109-1097-10042,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10051,Continuum,109-1097-10051,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10053,CSC Maternity,109-1097-10053,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10068,Digital Hospital,109-1097-10068,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10121,EDIS (APAC),109-1097-10121,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10122,EDIS (UKI),109-1097-10122,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10123,eHealth Optimization,109-1097-10123,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10124,DXC Electronic Claims and Payments (ECP),109-1097-10124,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10127,DXC Enterprise Management,109-1097-10127,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10129,ePharmacy,109-1097-10129,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10131,e-SIAP,109-1097-10131,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10132,Evolution,109-1097-10132,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10140,Galaxy,109-1097-10140,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10144,DXC Health Care Information System,109-1097-10144,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10147,Healthcare Portal Solutions,109-1097-10147,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10152,HealthViews,109-1097-10152,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10153,Healthware,109-1097-10153,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10154,HIS,109-1097-10154,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10155,HOMER,109-1097-10155,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10161,i.Clinical Manager,109-1097-10161,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10162,i.Express,109-1097-10162,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10163,i.IE,109-1097-10163,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10164,i.Laboratory,109-1097-10164,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10165,i.Laboratory TP,109-1097-10165,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10166,i.Patient Manager / i.PM (APAC),109-1097-10166,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10167,i.Patient Manager / i.PM (CfH),109-1097-10167,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10168,i.Patient Manager / i.PM (UKI),109-1097-10168,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10169,i.Pharmacy,109-1097-10169,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10170,i.PM C,109-1097-10170,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10171,IBA Pharmacy,109-1097-10171,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10173,iCare,109-1097-10173,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10179,InteHealth,109-1097-10179,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10180,Key UPCI,109-1097-10180,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10181,Labka II,109-1097-10181,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10186,DXC Lorenzo,109-1097-10186,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10196,DXC MedChart,109-1097-10196,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10197,DXC MicroHIS,109-1097-10197,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10199,NOTUS,109-1097-10199,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10204,ORMIS,109-1097-10204,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10205,Other Clinical & Pre-Hospital Care Software Solutions,109-1097-10205,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10206,Other Healthcare Specialist and Departmental Software Solutions,109-1097-10206,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10207,PatientCentre/CLINiCOM,109-1097-10207,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10208,DXC PAT-Win,109-1097-10208,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10238,RadCentre,109-1097-10238,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10241,Scribes,109-1097-10241,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10249,Swift,109-1097-10249,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10258,TOPAS,109-1097-10258,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10263,DXC UltraGenda,109-1097-10263,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10267,V2/V5,109-1097-10267,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10269,VisiWard,109-1097-10269,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10270,DXC Vitae Suite,109-1097-10270,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10275,DXC web Patient Administration System,109-1097-10275,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10281,DXC x-HIS,109-1097-10281,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10477,DXC LIMS,109-1097-10477,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10478,DXC Care Suite,109-1097-10478,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1097,Health & Care Solutions,10479,TransCare,109-1097-10479,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1098,Life Sciences Solutions,10011,AnnoDoc,109-1098-10011,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1098,Life Sciences Solutions,10137,DXC FirstDoc,109-1098-10137,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1098,Life Sciences Solutions,10138,FirstPoint,109-1098-10138,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1098,Life Sciences Solutions,10148,Healthcare Professional Services Payer,109-1098-10148,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1098,Life Sciences Solutions,10149,Healthcare Professional Services Provider,109-1098-10149,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1098,Life Sciences Solutions,10184,DXC Life Sciences Digital Transformation Services,109-1098-10184,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1098,Life Sciences Solutions,10257,DXC Toolbox,109-1098-10257,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1098,Life Sciences Solutions,10262,TRS Publishing,109-1098-10262,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1098,Life Sciences Solutions,10276,DXC Writer,109-1098-10276,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1098,Life Sciences Solutions,10480,Healthcare Advisory,109-1098-10480,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1098,Life Sciences Solutions,10481,DXC Life Sciences Business Process Services,109-1098-10481,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1098,Life Sciences Solutions,10482,DXC Clinical Works,109-1098-10482,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1098,Life Sciences Solutions,10483,DXC Tracker,109-1098-10483,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1098,Life Sciences Solutions,10484,DXC Viewer,109-1098-10484,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1098,Life Sciences Solutions,10624,DXC Life Sciences Business Automation Suite,109-1098-10624,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1099,Public Health & Human Services,10032,Chronic Care Management,109-1099-10032,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1099,Public Health & Human Services,10285,Atlantes Care Management Solution,109-1099-10285,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1099,Public Health & Human Services,10341,MetaVance Solution,109-1099-10341,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1099,Public Health & Human Services,10485,ePrescribing,109-1099-10485,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1099,Public Health & Human Services,10486,DXC Payer Portfolio,109-1099-10486,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1099,Public Health & Human Services,10487,DXC Healthcare Eligibility Solution,109-1099-10487,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,109,IS&S Healthcare & Life Sciences,1099,Public Health & Human Services,10488,InterChange,109-1099-10488,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,110,IS&S Insurance,1050,BPS - Life and Wealth,10069,DXC Business Process Services: Life and Wealth,110-1050-10069,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,110,IS&S Insurance,1137,BPS - Property and Casualty,10496,DXC Flood Insurance Services,110-1137-10496,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,110,IS&S Insurance,1137,BPS - Property and Casualty,10497,DXC Insurance Notification Clearinghouse Services,110-1137-10497,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,110,IS&S Insurance,1137,BPS - Property and Casualty,10498,DXC Business Process Services: Property and Casualty,110-1137-10498,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,110,IS&S Insurance,1137,BPS - Property and Casualty,10499,DXC XChanging Insurance BPS,110-1137-10499,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,110,IS&S Insurance,1138,Broking and MGA,10036,DXC BinderCloud,110-1138-10036,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,110,IS&S Insurance,1138,Broking and MGA,10504,DXC Brokasure Desktop,110-1138-10504,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,110,IS&S Insurance,1138,Broking and MGA,10505,DXC Brokasure Enterprise,110-1138-10505,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,110,IS&S Insurance,1138,Broking and MGA,10506,DXC Core Policy,110-1138-10506,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,110,IS&S Insurance,1138,Broking and MGA,10508,DXC GLOBAL XB,110-1138-10508,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,110,IS&S Insurance,1138,Broking and MGA,10512,DXC QuoteCloud,110-1138-10512,End of Life,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,110,IS&S Insurance,1138,Broking and MGA,10513,DXC Treaty Cloud,110-1138-10513,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,110,IS&S Insurance,1138,Broking and MGA,10515,DXC Xuber for Insurers / MGA,110-1138-10515,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,110,IS&S Insurance,1138,Broking and MGA,10650,DXC Global Digital Broking Platform,110-1138-10650,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,110,IS&S Insurance,1016,Claims,10033,DXC Colossus,110-1016-10033,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,110,IS&S Insurance,1016,Claims,10185,DXC Legal Solutions Suite,110-1016-10185,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,110,IS&S Insurance,1016,Claims,10279,DXC RISKMASTER Accelerator,110-1016-10279,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,110,IS&S Insurance,1016,Claims,10491,DXC Digital Claims,110-1016-10491,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,110,IS&S Insurance,1016,Claims,10729,DXC Assure Claims,110-1016-10729,New Offering,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,110,IS&S Insurance,1130,Digital Insurance,10492,DXC OmniChannel,110-1130-10492,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,110,IS&S Insurance,1130,Digital Insurance,10493,DXC Assure Product,110-1130-10493,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
12-103-1013,Applications,Modernized Applications,Industry Software & Solutions,110,IS&S Insurance,1130,Digital Insurance,10494,DXC ProductXpress,110-1130-10494,General Availability,Item,sites/offeringsTaxonomyCMDB/Lists/DXC Sub Offering
